03.01.1981,6,12,19,22,31,40
10.01.1981,20,27,29,32,41,45
17.01.1981,23,28,29,34,38,46
24.01.1981,1,10,21,37,39,45
31.01.1981,11,12,24,31,42,48
07.02.1981,4,12,31,34,47,48
14.02.1981,17,20,22,33,34,45
21.02.1981,4,18,33,44,46,48
28.02.1981,7,9,20,22,26,29
07.03.1981,2,7,30,34,35,42
14.03.1981,8,10,11,21,27,48
21.03.1981,2,3,9,21,27,31
28.03.1981,6,15,18,23,36,47
04.04.1981,8,11,17,19,28,33
11.04.1981,2,19,27,28,37,39
18.04.1981,6,28,37,42,46,49
25.04.1981,2,14,26,27,43,47
02.05.1981,7,21,23,40,44,49
09.05.1981,5,6,18,27,29,32
16.05.1981,9,16,25,27,35,39
23.05.1981,25,30,35,41,44,48
30.05.1981,5,7,22,38,41,49
06.06.1981,12,13,18,29,33,45
13.06.1981,6,10,15,18,20,29
20.06.1981,7,10,23,34,36,43
27.06.1981,5,21,26,30,35,47
04.07.1981,7,11,29,30,35,48
11.07.1981,4,7,9,34,40,44
18.07.1981,7,15,23,25,32,46
25.07.1981,1,3,37,38,42,49
01.08.1981,1,5,14,16,18,48
08.08.1981,4,7,9,11,42,48
15.08.1981,17,21,23,24,32,35
22.08.1981,15,25,30,34,41,42
29.08.1981,2,12,14,34,36,48
05.09.1981,25,27,28,34,45,49
12.09.1981,1,2,15,30,33,34
19.09.1981,1,16,20,33,36,37
26.09.1981,4,8,30,33,45,48
03.10.1981,4,19,21,32,36,42
10.10.1981,11,15,18,33,38,48
17.10.1981,5,11,17,18,37,40
24.10.1981,3,10,37,38,43,49
31.10.1981,10,12,17,24,27,32
07.11.1981,1,2,10,20,26,37
14.11.1981,5,7,20,31,35,46
21.11.1981,14,17,25,35,45,46
28.11.1981,4,10,15,18,21,31
05.12.1981,17,23,28,42,47,48
12.12.1981,14,25,30,35,40,44
19.12.1981,1,21,22,23,30,47
26.12.1981,4,6,11,19,20,49
